pc_timestamp,topology,distance_m,payload_bytes,from_node,source_label,seq,sent_us,recv_us,latency_ms,msg_length
2026-07-06 11:36:44.999,3x3,3,128,3552645,LEAF_11,0,0,4273387426,-21579.869,220
2026-07-06 11:36:46.003,3x3,3,128,3552645,LEAF_11,1,0,4274391081,-20576.215,220
2026-07-06 11:36:46.998,3x3,3,128,3552645,LEAF_11,2,0,4275386258,-19581.037,220
2026-07-06 11:36:48.001,3x3,3,128,3552645,LEAF_11,3,0,4276389167,-18578.129,220
2026-07-06 11:36:48.998,3x3,3,128,3552645,LEAF_11,4,0,4277385863,-17581.434,220
2026-07-06 11:36:50.002,3x3,3,128,3552645,LEAF_11,5,0,4278389367,-16577.930,220
2026-07-06 11:36:50.998,3x3,3,128,3552645,LEAF_11,6,0,4279386480,-15580.816,220
2026-07-06 11:36:51.997,3x3,3,128,3552645,LEAF_11,7,0,4280385043,-14582.253,220
2026-07-06 11:36:52.998,3x3,3,128,3552645,LEAF_11,8,0,4281386576,-13580.720,220
2026-07-06 11:36:54.000,3x3,3,128,3552645,LEAF_11,9,0,4282388347,-12578.949,220
2026-07-06 11:36:54.998,3x3,3,128,3552645,LEAF_11,10,0,4283386378,-11580.918,221
2026-07-06 11:36:56.020,3x3,3,128,3552645,LEAF_11,11,0,4284408937,-10558.359,221
2026-07-06 11:36:56.997,3x3,3,128,3552645,LEAF_11,12,0,4285385369,-9581.927,221
2026-07-06 11:36:58.002,3x3,3,128,3552645,LEAF_11,13,0,4286390648,-8576.648,221
2026-07-06 11:36:58.997,3x3,3,128,3552645,LEAF_11,14,0,4287385970,-7581.326,221
2026-07-06 11:36:59.998,3x3,3,128,3552645,LEAF_11,15,0,4288386524,-6580.772,221
2026-07-06 11:37:01.005,3x3,3,128,3552645,LEAF_11,16,0,4289393948,-5573.348,221
2026-07-06 11:37:01.997,3x3,3,128,3552645,LEAF_11,17,0,4290386366,-4580.930,221
2026-07-06 11:37:03.003,3x3,3,128,3552645,LEAF_11,18,0,4291391414,-3575.882,221
