pc_timestamp,topology,distance_m,payload_bytes,from_node,source_label,seq,sent_us,recv_us,latency_ms,msg_length
56:43.9,2x2,3,128,3552645,LEAF_11,0,209414509,213986609,4572.1,219
56:43.9,2x2,3,128,3552645,LEAF_11,1,210414516,213989104,3574.588,219
56:43.9,2x2,3,128,3552645,LEAF_11,2,211414508,213991563,2577.055,219
56:44.3,2x2,3,128,3552645,LEAF_11,3,212414519,214395305,1980.786,219
56:44.3,2x2,3,128,3552645,LEAF_11,4,213414513,214397795,983.282,219
56:44.3,2x2,3,128,3552645,LEAF_11,5,214414524,214427068,12.544,219
56:45.5,2x2,3,128,3552645,LEAF_11,6,215414462,215625835,211.373,219
56:48.2,2x2,3,128,3552645,LEAF_11,7,216414415,218291539,1877.124,219
56:48.2,2x2,3,128,3552645,LEAF_11,8,217414457,218300563,886.106,219
56:48.8,2x2,3,128,3552645,LEAF_11,9,218414428,218901320,486.892,219
56:49.4,2x2,3,128,3552645,LEAF_11,10,219414426,219515042,100.616,220
56:50.5,2x2,3,128,3552645,LEAF_11,11,220414421,220570405,155.984,220
56:51.5,2x2,3,128,3552645,LEAF_11,12,221414450,221562951,148.501,220
56:52.5,2x2,3,128,3552645,LEAF_11,13,222414414,222591785,177.371,220
56:53.5,2x2,3,128,3552645,LEAF_11,14,223414445,223616111,201.666,220
56:54.5,2x2,3,128,3552645,LEAF_11,15,224414414,224633451,219.037,220
56:55.3,2x2,3,128,3552645,LEAF_11,16,225414452,225452772,38.32,220
56:56.5,2x2,3,128,3552645,LEAF_11,17,226414424,226581877,167.453,220
56:57.5,2x2,3,128,3552645,LEAF_11,18,227414457,227606229,191.772,220
56:58.5,2x2,3,128,3552645,LEAF_11,19,228414454,228637488,223.034,220
56:59.5,2x2,3,128,3552645,LEAF_11,20,229414441,229652610,238.169,220
57:00.5,2x2,3,128,3552645,LEAF_11,21,230414449,230573717,159.268,220
57:01.6,2x2,3,128,3552645,LEAF_11,22,231414425,231701133,286.708,220
57:02.5,2x2,3,128,3552645,LEAF_11,23,232414434,232621516,207.082,220
57:03.3,2x2,3,128,3552645,LEAF_11,24,233414428,233441244,26.816,220
57:04.4,2x2,3,128,3552645,LEAF_11,25,234414449,234464436,49.987,220
57:05.4,2x2,3,128,3552645,LEAF_11,26,235414434,235490001,75.567,220
57:06.4,2x2,3,128,3552645,LEAF_11,27,236414454,236512455,98.001,220
57:58.2,2x2,3,128,3552645,LEAF_11,0,288274825,288331069,56.244,219
57:59.2,2x2,3,128,3552645,LEAF_11,1,289274805,289353842,79.037,219
58:00.3,2x2,3,128,3552645,LEAF_11,2,290274806,290377008,102.202,219
58:01.3,2x2,3,128,3552645,LEAF_11,3,291274838,291399443,124.605,219
58:26.7,2x2,3,128,3552645,LEAF_11,0,316599377,316795257,195.88,219
58:27.7,2x2,3,128,3552645,LEAF_11,1,317599371,317819538,220.167,219
58:28.5,2x2,3,128,3552645,LEAF_11,2,318599356,318638217,38.861,219
58:29.6,2x2,3,128,3552645,LEAF_11,3,319599356,319662803,63.447,219
58:30.8,2x2,3,128,3552645,LEAF_11,4,320599385,320927256,327.871,219
58:31.8,2x2,3,128,3552645,LEAF_11,5,321599361,321915439,316.078,219
58:33.2,2x2,3,128,3552645,LEAF_11,6,322599355,323286479,687.124,219
58:34.1,2x2,3,128,3552645,LEAF_11,7,323599363,324185830,586.467,219
58:34.6,2x2,3,128,3552645,LEAF_11,8,324599349,324756213,156.864,219
58:35.7,2x2,3,128,3552645,LEAF_11,9,325599351,325812590,213.239,219
58:36.7,2x2,3,128,3552645,LEAF_11,10,326599359,326835875,236.516,220
58:37.5,2x2,3,128,3552645,LEAF_11,11,327599343,327652863,53.52,220
58:38.6,2x2,3,128,3552645,LEAF_11,12,328599368,328680098,80.73,220
58:39.5,2x2,3,128,3552645,LEAF_11,13,329599356,329620323,20.967,220
58:40.6,2x2,3,128,3552645,LEAF_11,14,330599351,330726996,127.645,220
58:41.6,2x2,3,128,3552645,LEAF_11,15,331599351,331748933,149.582,220
58:42.7,2x2,3,128,3552645,LEAF_11,16,332599343,332772057,172.714,220
58:43.7,2x2,3,128,3552645,LEAF_11,17,333599385,333797071,197.686,220
58:44.7,2x2,3,128,3552645,LEAF_11,18,334599356,334821411,222.055,220
58:45.5,2x2,3,128,3552645,LEAF_11,19,335599343,335639019,39.676,220
58:46.5,2x2,3,128,3552645,LEAF_11,20,336599347,336663075,63.728,220
58:47.6,2x2,3,128,3552645,LEAF_11,21,337599341,337687289,87.948,220
58:48.6,2x2,3,128,3552645,LEAF_11,22,338599349,338711311,111.962,220
58:49.6,2x2,3,128,3552645,LEAF_11,23,339599341,339735091,135.75,220
58:50.6,2x2,3,128,3552645,LEAF_11,24,340599369,340759969,160.6,220
58:51.7,2x2,3,128,3552645,LEAF_11,25,341599368,341818682,219.314,220
58:52.5,2x2,3,128,3552645,LEAF_11,26,342599341,342641419,42.078,220
